date	sip	dip	sport	dport	proto
2020-04-21 07:31:14.629734	192.168.1.151	52.35.6.89	55462	443	TCP
2020-04-21 07:31:14.630352	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:14.631368	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:14.638755	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.646132	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.647243	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.654645	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.657545	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.660226	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.660263	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.663289	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.663643	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.678467	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.678516	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.678541	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.709449	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.709944	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:14.710108	192.168.1.151	172.217.8.3	42256	80	TCP
2020-04-21 07:31:14.721082	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.721123	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.721155	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.737101	192.168.1.151	172.217.8.3	42260	80	TCP
2020-04-21 07:31:14.740731	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:14.747007	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.749200	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.835882	192.168.1.151	172.217.8.3	42256	80	TCP
2020-04-21 07:31:14.835960	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.842354	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.845406	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.846628	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.848418	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.850204	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.854579	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.854655	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.855324	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.860281	192.168.1.151	172.217.8.3	42260	80	TCP
2020-04-21 07:31:14.868938	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.877910	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.878025	192.168.1.151	172.253.63.84	47926	443	TCP
2020-04-21 07:31:14.878890	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.878954	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.883835	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.891192	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.893575	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.896417	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.896532	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:14.921270	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:14.921389	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:15.068058	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.077345	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.077410	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.080319	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.080413	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.083129	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.083188	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.083235	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.088737	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:15.640870	192.168.1.151	172.217.7.206	35378	80	TCP
2020-04-21 07:31:15.760841	192.168.1.151	192.124.249.55	48254	80	TCP
2020-04-21 07:31:15.964847	192.168.1.151	192.124.249.22	55852	80	TCP
2020-04-21 07:31:16.083984	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.131167	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.131219	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.133738	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.133791	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.133820	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.137150	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.139895	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.139996	192.168.1.151	172.217.9.206	48834	443	TCP
2020-04-21 07:31:16.312532	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.331374	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.331431	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.331590	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.331798	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.343417	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.343526	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.448873	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.525178	192.168.1.151	192.254.234.160	47204	443	TCP
2020-04-21 07:31:16.528841	192.168.1.151	192.0.78.25	52118	80	TCP
2020-04-21 07:31:16.528858	192.168.1.151	72.21.91.29	52076	80	TCP
2020-04-21 07:31:16.889302	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.892414	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.905752	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.905845	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:16.977059	192.168.1.171	224.0.0.251	5353	5353	UDP
2020-04-21 07:31:17.095903	192.168.1.171	224.0.0.251	5353	5353	UDP
2020-04-21 07:31:17.360844	192.168.1.151	172.217.8.3	42168	80	TCP
2020-04-21 07:31:17.741749	192.168.1.151	172.217.8.3	42262	80	TCP
2020-04-21 07:31:17.752029	192.168.1.151	172.217.8.3	42262	80	TCP
2020-04-21 07:31:17.956108	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.975144	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.975256	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.979735	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.982712	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.987807	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:17.989385	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.991610	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:17.998040	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:17.998157	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.017831	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.022330	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.029700	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.032155	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.039461	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.042499	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.044643	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.046095	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.049467	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.049569	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.052178	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.058517	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.058713	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.058779	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.063277	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.072140	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.073154	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.075133	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.078110	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.078165	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.078261	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.079972	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.080072	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.081135	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.084037	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.086373	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.088575	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.091608	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.092345	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.093970	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.096110	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.096837	192.168.1.151	192.0.78.25	52126	80	TCP
2020-04-21 07:31:18.097449	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.099454	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.101784	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.102484	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.104849	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.107287	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.111998	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.112688	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.116297	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.116382	192.168.1.170	239.255.255.250	57711	1900	UDP
2020-04-21 07:31:18.119013	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.122195	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.125015	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.125065	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.132603	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.132704	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.140114	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:18.144763	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.167146	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:18.167406	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.167445	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.167477	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.180359	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.183386	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.192619	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:18.195473	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.196431	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.198451	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.211041	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.211092	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.211521	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.226147	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.226271	192.168.1.151	172.217.12.206	33476	443	TCP
2020-04-21 07:31:18.229939	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.230126	192.168.1.151	172.217.13.228	54952	443	TCP
2020-04-21 07:31:18.264757	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.265742	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:18.267775	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.272849	192.168.1.151	192.0.78.25	52128	80	TCP
2020-04-21 07:31:18.280892	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285690	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285739	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285769	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285786	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285804	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285821	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285837	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285873	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285895	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285915	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285928	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285941	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285953	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.285965	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.287920	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.288108	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.290399	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.292959	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.298147	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.300459	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.300544	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.312613	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:18.312671	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:18.316512	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:18.316627	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:18.336854	192.168.1.151	172.217.15.67	44722	443	TCP
2020-04-21 07:31:18.402905	192.168.1.170	239.255.255.250	57711	1900	UDP
2020-04-21 07:31:18.452868	192.168.1.151	104.96.221.177	46590	80	TCP
2020-04-21 07:31:18.703174	192.168.1.170	239.255.255.250	57711	1900	UDP
2020-04-21 07:31:18.734186	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.737183	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.749686	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.749768	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.752726	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.752762	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.755543	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.755584	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.755640	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.765089	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.765149	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:18.788452	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:18.791473	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:18.836174	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:18.836293	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:18.841788	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.841882	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:18.863074	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.863212	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.876052	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.880203	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.891856	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.891904	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.891932	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.901129	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.904143	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.912467	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.912526	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.913353	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.921914	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.921961	192.168.1.151	172.217.13.78	46188	443	TCP
2020-04-21 07:31:18.941396	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.941465	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.941505	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.941525	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.951942	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.952021	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.952930	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.953041	192.168.1.151	172.217.13.78	46180	443	TCP
2020-04-21 07:31:18.992872	192.168.1.151	192.0.78.25	52142	80	TCP
2020-04-21 07:31:19.120848	192.168.1.151	104.96.221.177	46568	80	TCP
2020-04-21 07:31:19.164858	192.168.1.151	151.139.128.14	40424	80	TCP
2020-04-21 07:31:19.181129	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.189568	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.192513	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.211296	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.212556	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.287085	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.292593	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.292733	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:19.302571	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:19.302644	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:19.334613	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.351250	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.351681	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.370240	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.370299	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.370328	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.379177	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.382191	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.395377	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.395465	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:19.408022	192.168.1.151	13.225.210.23	53356	443	TCP
2020-04-21 07:31:20.624898	192.168.1.151	23.40.62.19	50534	80	TCP
2020-04-21 07:31:20.720860	192.168.1.151	23.40.62.19	50536	80	TCP
2020-04-21 07:31:20.965396	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:20.968547	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.008965	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.011069	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.011582	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.017121	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.017214	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.373398	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.374067	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:21.374111	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:21.396756	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.403152	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.403200	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.404814	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.411347	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.414530	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.436252	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.438081	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.438124	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.438150	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.447953	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:21.451062	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.454139	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.471845	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:21.474858	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.474898	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.474932	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.482767	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.483892	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.485764	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.485789	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.496887	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.497412	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.500160	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.515889	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.515973	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:21.521205	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.524280	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.564265	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.565088	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:21.630665	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:21.640262	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.641023	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.641541	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.651716	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.651773	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.651814	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.654433	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.654516	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.654830	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.657833	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.658100	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.660417	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.660653	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.662922	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.663117	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.665338	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.666323	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.676721	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:21.676902	192.168.1.151	172.217.9.206	48826	443	TCP
2020-04-21 07:31:21.715837	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.724008	192.168.1.151	172.217.9.193	36812	443	TCP
2020-04-21 07:31:21.724449	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.724547	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.808872	192.168.1.151	99.84.122.17	39874	443	TCP
2020-04-21 07:31:21.899441	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.904830	192.168.1.151	13.33.87.2	56006	443	TCP
2020-04-21 07:31:21.908585	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.909718	192.168.1.151	172.217.9.193	36812	443	TCP
2020-04-21 07:31:21.911698	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.911831	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.912600	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.937023	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.962831	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.962938	192.168.1.151	172.217.5.229	40072	443	TCP
