date	sip	dip	sport	dport	proto
2020-04-21 07:31:21.965580	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965641	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965662	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965676	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965687	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965699	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.965710	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.967944	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.968007	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.968040	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.968060	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.968079	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.970693	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.970740	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.971090	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.978136	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.978239	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.978269	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.981429	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.981578	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.984219	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:21.985906	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.996415	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.996628	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.999123	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:21.999367	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.001490	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.001700	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.001732	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.010344	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.010478	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.010657	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.012133	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.598899	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.601983	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.638182	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.648737	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.649834	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.649944	192.168.1.151	172.217.5.227	56218	443	TCP
2020-04-21 07:31:22.821654	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.821865	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.834795	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.871161	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.871274	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.911865	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.913954	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.914018	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.914201	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.916469	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.916664	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.918742	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.918987	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.921027	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.921291	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:22.961879	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.991955	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.992076	192.168.1.151	172.217.10.14	56872	443	TCP
2020-04-21 07:31:22.992640	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:22.998124	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.001211	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.001244	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.006100	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.016128	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.016187	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.022949	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.024495	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.025932	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.037241	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.037340	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.037739	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.052012	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.052132	192.168.1.151	172.217.13.228	54964	443	TCP
2020-04-21 07:31:23.088862	192.168.1.151	72.21.91.29	52104	80	TCP
2020-04-21 07:31:23.110728	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.155740	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.157857	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.157916	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.158745	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.198108	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.224552	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.257980	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.258102	192.168.1.151	172.217.10.14	56870	443	TCP
2020-04-21 07:31:23.280851	192.168.1.151	35.162.30.177	40602	443	TCP
2020-04-21 07:31:23.315863	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.318988	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.361855	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.361965	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.362823	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.510432	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.510488	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.512772	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.512872	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.513676	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.572140	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:23.572262	192.168.1.151	192.168.1.1	50488	53	UDP
2020-04-21 07:31:23.592736	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.593343	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.605611	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.605651	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.608609	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.608640	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.609887	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.614141	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.628841	192.168.1.151	172.217.8.3	42254	80	TCP
2020-04-21 07:31:23.630660	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.630726	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.630761	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.630789	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.630811	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.630833	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.632833	192.168.1.151	172.217.8.3	42200	80	TCP
2020-04-21 07:31:23.636575	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.636611	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.636652	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.636675	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.636709	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.636737	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.650844	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:23.651656	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.651769	192.168.1.151	172.217.8.3	42200	80	TCP
2020-04-21 07:31:23.664966	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.675702	192.168.1.151	172.217.8.3	42258	80	TCP
2020-04-21 07:31:23.675782	192.168.1.151	172.217.8.3	42200	80	TCP
2020-04-21 07:31:23.676249	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.676318	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.682215	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.684208	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.685198	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.689865	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.696403	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.696826	192.168.1.151	99.84.122.125	39900	443	TCP
2020-04-21 07:31:23.697493	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.697714	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.697799	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.701702	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.702290	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.723349	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.723464	192.168.1.151	172.217.12.138	47254	443	TCP
2020-04-21 07:31:23.729314	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.732396	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.761691	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.764713	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.790031	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.816425	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.817106	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.817181	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.824852	192.168.1.151	143.204.142.124	38358	443	TCP
2020-04-21 07:31:23.835173	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.843449	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.844615	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.844733	192.168.1.151	172.217.12.138	47252	443	TCP
2020-04-21 07:31:23.854919	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:23.855074	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.048847	192.168.1.151	99.84.41.59	44202	80	TCP
2020-04-21 07:31:24.092231	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.118078	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.118651	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.182662	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.208822	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.208978	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.209761	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.288596	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.315224	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.316016	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.316094	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.656907	192.168.1.151	52.35.6.89	55462	443	TCP
2020-04-21 07:31:24.698360	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.739453	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.739526	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.804655	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.840827	192.168.1.151	172.217.8.3	42256	80	TCP
2020-04-21 07:31:24.848739	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.848856	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.864882	192.168.1.151	172.217.8.3	42260	80	TCP
2020-04-21 07:31:24.919025	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.935630	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.938807	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.938850	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.938872	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.938889	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.939490	192.168.1.151	172.217.12.227	49072	443	TCP
2020-04-21 07:31:24.979938	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.980601	192.168.1.151	172.217.5.229	40072	443	TCP
2020-04-21 07:31:24.980672	192.168.1.151	172.217.5.229	40072	443	TCP
